,ds,opt,randomseed,cls,resampling,grp,gmean,config,cls_grp,cls_resampler
502,new-thyroid2,Random,36,RF,EditedNearestNeighbours,Under Resampling,0.997202659436654,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_features': 1, 'min_samples_leaf': 11, 'min_samples_split': 6, 'n_estimators': 148, 'name': 'RF', 'random_state': 36}, 'sub': {'kind_sel': 'mode', 'n_neighbors': 1, 'smo_grp': 'UNDER', 'type': 'EditedNearestNeighbours'}}",RF-Under Resampling,RF-EditedNearestNeighbours
503,glass4,Random,27,KNN,SMOTETomek,Combine Resampling,0.9045808101587582,"{'classifier': {'algorithm': 'ball_tree', 'n_neighbors': 10, 'name': 'KNN', 'p': 16, 'random_state': 27, 'weights': 'distance'}, 'sub': {'random_state': 27, 'smo_grp': 'COMBINE', 'type': 'SMOTETomek'}}",KNN-Combine Resampling,KNN-SMOTETomek
504,glass6,Random,27,KNN,ClusterCentroids,Under Resampling,0.9518811727354974,"{'classifier': {'algorithm': 'kd_tree', 'n_neighbors': 34, 'name': 'KNN', 'p': 13, 'random_state': 27, 'weights': 'distance'}, 'sub': {'estimator': 'MiniBatchKMeans', 'random_state': 27, 'smo_grp': 'UNDER', 'type': 'ClusterCentroids', 'voting': 'hard'}}",KNN-Under Resampling,KNN-ClusterCentroids
505,glass2,Random,27,LR,BorderlineSMOTE,Over Resampling,0.8184047202726195,"{'classifier': {'C': 9.529652080962741, 'l1_ratio': 0.8594259123848675, 'name': 'LR', 'penalty_solver': 'elasticnet+saga', 'random_state': 27, 'tol': 0.003906565798961128}, 'sub': {'k_neighbors': 2, 'kind': 'borderline-2', 'm_neighbors': 4, 'random_state': 27, 'smo_grp': 'OVER', 'type': 'BorderlineSMOTE'}}",LR-Over Resampling,LR-BorderlineSMOTE
506,new-thyroid1,Random,18,KNN,InstanceHardnessThreshold,Under Resampling,0.997202659436654,"{'classifier': {'algorithm': 'brute', 'n_neighbors': 22, 'name': 'KNN', 'p': 1, 'random_state': 18, 'weights': 'distance'}, 'sub': {'cv': 7, 'estimator': 'adaboost', 'random_state': 18, 'smo_grp': 'UNDER', 'type': 'InstanceHardnessThreshold'}}",KNN-Under Resampling,KNN-InstanceHardnessThreshold
507,new-thyroid1,Random,36,RF,AllKNN,Under Resampling,0.997202659436654,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_features': 1, 'min_samples_leaf': 1, 'min_samples_split': 19, 'n_estimators': 142, 'name': 'RF', 'random_state': 36}, 'sub': {'allow_minority': True, 'kind_sel': 'all', 'n_neighbors': 18, 'smo_grp': 'UNDER', 'type': 'AllKNN'}}",RF-Under Resampling,RF-AllKNN
508,glass-0-1-6_vs_2,Random,36,LR,RandomOverSampler,Over Resampling,0.8119635222117957,"{'classifier': {'C': 66.41225329820318, 'l1_ratio': 0.43194655533119786, 'name': 'LR', 'penalty_solver': 'none+lbfgs', 'random_state': 36, 'tol': 0.04931194444057016}, 'sub': {'random_state': 36, 'smo_grp': 'OVER', 'type': 'RandomOverSampler'}}",LR-Over Resampling,LR-RandomOverSampler
509,ecoli-0_vs_1,Random,27,RF,SMOTETomek,Combine Resampling,0.9864367132317184,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 7, 'min_samples_split': 7, 'n_estimators': 89, 'name': 'RF', 'random_state': 27}, 'sub': {'random_state': 27, 'smo_grp': 'COMBINE', 'type': 'SMOTETomek'}}",RF-Combine Resampling,RF-SMOTETomek
510,glass4,Random,36,KNN,SMOTETomek,Combine Resampling,0.8972291690656151,"{'classifier': {'algorithm': 'brute', 'n_neighbors': 9, 'name': 'KNN', 'p': 13, 'random_state': 36, 'weights': 'uniform'}, 'sub': {'random_state': 36, 'smo_grp': 'COMBINE', 'type': 'SMOTETomek'}}",KNN-Combine Resampling,KNN-SMOTETomek
511,ecoli-0_vs_1,Random,18,DTC,EditedNearestNeighbours,Under Resampling,0.9864367132317184,"{'classifier': {'criterion': 'entropy', 'max_depth': 5, 'max_features': None, 'min_samples_leaf': 14, 'min_samples_split': 7, 'name': 'DTC', 'random_state': 18}, 'sub': {'kind_sel': 'all', 'n_neighbors': 7, 'smo_grp': 'UNDER', 'type': 'EditedNearestNeighbours'}}",DTC-Under Resampling,DTC-EditedNearestNeighbours
512,new-thyroid2,Random,18,RF,EditedNearestNeighbours,Under Resampling,0.997202659436654,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_features': 1, 'min_samples_leaf': 4, 'min_samples_split': 14, 'n_estimators': 73, 'name': 'RF', 'random_state': 18}, 'sub': {'kind_sel': 'mode', 'n_neighbors': 1, 'smo_grp': 'UNDER', 'type': 'EditedNearestNeighbours'}}",RF-Under Resampling,RF-EditedNearestNeighbours
513,glass6,Random,36,KNN,ClusterCentroids,Under Resampling,0.9602909251329306,"{'classifier': {'algorithm': 'brute', 'n_neighbors': 31, 'name': 'KNN', 'p': 8, 'random_state': 36, 'weights': 'distance'}, 'sub': {'estimator': 'MiniBatchKMeans', 'random_state': 36, 'smo_grp': 'UNDER', 'type': 'ClusterCentroids', 'voting': 'hard'}}",KNN-Under Resampling,KNN-ClusterCentroids
514,glass-0-1-2-3_vs_4-5-6,Random,27,RF,ADASYN,Over Resampling,0.9499903489620912,"{'classifier': {'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_features': 1, 'min_samples_leaf': 14, 'min_samples_split': 12, 'n_estimators': 87, 'name': 'RF', 'random_state': 27}, 'sub': {'n_neighbors': 9, 'random_state': 27, 'smo_grp': 'OVER', 'type': 'ADASYN'}}",RF-Over Resampling,RF-ADASYN
515,glass4,Random,18,SVM,RandomUnderSampler,Under Resampling,0.9222210933927704,"{'classifier': {'C': 169.66484193640792, 'coef0': 0.0949747297420005, 'degree': 2, 'gamma': 'scale', 'gamma_value': 6.0091363942821845, 'kernel': 'poly', 'name': 'SVM', 'probability': True, 'random_state': 18, 'shrinking': True, 'tol': 0.023147392435267134}, 'sub': {'random_state': 18, 'replacement': False, 'smo_grp': 'UNDER', 'type': 'RandomUnderSampler'}}",SVM-Under Resampling,SVM-RandomUnderSampler
516,glass-0-1-6_vs_2,Random,18,LR,SMOTE,Over Resampling,0.8073950673989145,"{'classifier': {'C': 84.18871429455189, 'l1_ratio': 0.031394375239668135, 'name': 'LR', 'penalty_solver': 'none+newton-cg', 'random_state': 18, 'tol': 0.02153169993600245}, 'sub': {'k_neighbors': 2, 'random_state': 18, 'smo_grp': 'OVER', 'type': 'SMOTE'}}",LR-Over Resampling,LR-SMOTE
517,ecoli-0_vs_1,Random,36,RF,AllKNN,Under Resampling,0.9864367132317184,"{'classifier': {'bootstrap': True, 'class_weight': None, 'criterion': 'entropy', 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 13, 'n_estimators': 133, 'name': 'RF', 'random_state': 36}, 'sub': {'allow_minority': True, 'kind_sel': 'all', 'n_neighbors': 3, 'smo_grp': 'UNDER', 'type': 'AllKNN'}}",RF-Under Resampling,RF-AllKNN
518,glass2,Random,36,LR,BorderlineSMOTE,Over Resampling,0.8228563543723943,"{'classifier': {'C': 10.529912488495441, 'l1_ratio': 0.4202309600113961, 'name': 'LR', 'penalty_solver': 'none+lbfgs', 'random_state': 36, 'tol': 0.021097155620384556}, 'sub': {'k_neighbors': 9, 'kind': 'borderline-2', 'm_neighbors': 4, 'random_state': 36, 'smo_grp': 'OVER', 'type': 'BorderlineSMOTE'}}",LR-Over Resampling,LR-BorderlineSMOTE
519,glass-0-1-2-3_vs_4-5-6,Random,36,RF,BorderlineSMOTE,Over Resampling,0.9459857675421616,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'gini', 'max_features': 1, 'min_samples_leaf': 5, 'min_samples_split': 9, 'n_estimators': 115, 'name': 'RF', 'random_state': 36}, 'sub': {'k_neighbors': 4, 'kind': 'borderline-2', 'm_neighbors': 9, 'random_state': 36, 'smo_grp': 'OVER', 'type': 'BorderlineSMOTE'}}",RF-Over Resampling,RF-BorderlineSMOTE
520,glass2,Random,18,LR,SVMSMOTE,Over Resampling,0.8151823705330468,"{'classifier': {'C': 42.92819973163165, 'l1_ratio': 0.5979968038254196, 'name': 'LR', 'penalty_solver': 'l1+liblinear', 'random_state': 18, 'tol': 0.0478182881550911}, 'sub': {'k_neighbors': 3, 'm_neighbors': 3, 'out_step': 0.46523861666119337, 'random_state': 18, 'smo_grp': 'OVER', 'type': 'SVMSMOTE'}}",LR-Over Resampling,LR-SVMSMOTE
521,glass6,Random,18,KNN,ClusterCentroids,Under Resampling,0.9573616677036424,"{'classifier': {'algorithm': 'auto', 'n_neighbors': 40, 'name': 'KNN', 'p': 12, 'random_state': 18, 'weights': 'distance'}, 'sub': {'estimator': 'MiniBatchKMeans', 'random_state': 18, 'smo_grp': 'UNDER', 'type': 'ClusterCentroids', 'voting': 'hard'}}",KNN-Under Resampling,KNN-ClusterCentroids
522,ecoli4,Random,27,SVM,SMOTEENN,Combine Resampling,0.9551688942330344,"{'classifier': {'C': 121.3987889895154, 'coef0': -0.57417047703557, 'degree': 2, 'gamma': 'auto', 'gamma_value': 6.884098991807362, 'kernel': 'sigmoid', 'name': 'SVM', 'probability': True, 'random_state': 27, 'shrinking': True, 'tol': 0.07556636818736552}, 'sub': {'random_state': 27, 'smo_grp': 'COMBINE', 'type': 'SMOTEENN'}}",SVM-Combine Resampling,SVM-SMOTEENN
523,glass-0-1-2-3_vs_4-5-6,Random,18,RF,ADASYN,Over Resampling,0.9594155695744148,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_features': 1, 'min_samples_leaf': 10, 'min_samples_split': 7, 'n_estimators': 104, 'name': 'RF', 'random_state': 18}, 'sub': {'n_neighbors': 5, 'random_state': 18, 'smo_grp': 'OVER', 'type': 'ADASYN'}}",RF-Over Resampling,RF-ADASYN
524,ecoli4,Random,18,KNN,CondensedNearestNeighbour,Under Resampling,0.9549077857886868,"{'classifier': {'algorithm': 'auto', 'n_neighbors': 23, 'name': 'KNN', 'p': 16, 'random_state': 18, 'weights': 'distance'}, 'sub': {'n_neighbors': 12, 'n_seeds_S': 14, 'random_state': 18, 'smo_grp': 'UNDER', 'type': 'CondensedNearestNeighbour'}}",KNN-Under Resampling,KNN-CondensedNearestNeighbour
525,ecoli4,Random,36,SVM,NeighbourhoodCleaningRule,Under Resampling,0.9507253440163094,"{'classifier': {'C': 183.84983024019255, 'coef0': -0.7234905795483935, 'degree': 3, 'gamma': 'auto', 'gamma_value': 4.541580469874344, 'kernel': 'sigmoid', 'name': 'SVM', 'probability': True, 'random_state': 36, 'shrinking': False, 'tol': 0.04791172157098777}, 'sub': {'n_neighbors': 18, 'smo_grp': 'UNDER', 'threshold_cleaning': 0.2426016025504243, 'type': 'NeighbourhoodCleaningRule'}}",SVM-Under Resampling,SVM-NeighbourhoodCleaningRule
526,glass0,Random,36,RF,KMeansSMOTE,Over Resampling,0.8612728892856449,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_features': 1, 'min_samples_leaf': 4, 'min_samples_split': 15, 'n_estimators': 58, 'name': 'RF', 'random_state': 36}, 'sub': {'cluster_balance_threshold': 0.2077699757275782, 'k_neighbors': 6, 'random_state': 36, 'smo_grp': 'OVER', 'type': 'KMeansSMOTE'}}",RF-Over Resampling,RF-KMeansSMOTE
527,glass1,Random,36,DTC,SMOTENC,Over Resampling,0.7765542878878039,"{'classifier': {'criterion': 'gini', 'max_depth': 9, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 7, 'name': 'DTC', 'random_state': 36}, 'sub': {'categorical_features': True, 'k_neighbors': 6, 'random_state': 36, 'smo_grp': 'OVER', 'type': 'SMOTENC'}}",DTC-Over Resampling,DTC-SMOTENC
528,glass0,Random,27,RF,SMOTENC,Over Resampling,0.8642724082210149,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 80, 'name': 'RF', 'random_state': 27}, 'sub': {'categorical_features': True, 'k_neighbors': 8, 'random_state': 27, 'smo_grp': 'OVER', 'type': 'SMOTENC'}}",RF-Over Resampling,RF-SMOTENC
529,ecoli3,Random,36,KNN,BorderlineSMOTE,Over Resampling,0.9022422806360412,"{'classifier': {'algorithm': 'kd_tree', 'n_neighbors': 17, 'name': 'KNN', 'p': 16, 'random_state': 36, 'weights': 'uniform'}, 'sub': {'k_neighbors': 4, 'kind': 'borderline-1', 'm_neighbors': 3, 'random_state': 36, 'smo_grp': 'OVER', 'type': 'BorderlineSMOTE'}}",KNN-Over Resampling,KNN-BorderlineSMOTE
530,glass0,Random,18,RF,SMOTENC,Over Resampling,0.8497897298199291,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'gini', 'max_features': 1, 'min_samples_leaf': 8, 'min_samples_split': 12, 'n_estimators': 80, 'name': 'RF', 'random_state': 18}, 'sub': {'categorical_features': True, 'k_neighbors': 6, 'random_state': 18, 'smo_grp': 'OVER', 'type': 'SMOTENC'}}",RF-Over Resampling,RF-SMOTENC
531,ecoli3,Random,27,RF,ClusterCentroids,Under Resampling,0.9016698554903724,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 7, 'n_estimators': 118, 'name': 'RF', 'random_state': 27}, 'sub': {'estimator': 'KMeans', 'random_state': 27, 'smo_grp': 'UNDER', 'type': 'ClusterCentroids', 'voting': 'soft'}}",RF-Under Resampling,RF-ClusterCentroids
532,glass1,Random,18,RF,RandomOverSampler,Over Resampling,0.7751310717640731,"{'classifier': {'bootstrap': False, 'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 130, 'name': 'RF', 'random_state': 18}, 'sub': {'random_state': 18, 'smo_grp': 'OVER', 'type': 'RandomOverSampler'}}",RF-Over Resampling,RF-RandomOverSampler
533,ecoli2,Random,36,KNN,AllKNN,Under Resampling,0.933739372925898,"{'classifier': {'algorithm': 'brute', 'n_neighbors': 24, 'name': 'KNN', 'p': 17, 'random_state': 36, 'weights': 'distance'}, 'sub': {'allow_minority': False, 'kind_sel': 'mode', 'n_neighbors': 5, 'smo_grp': 'UNDER', 'type': 'AllKNN'}}",KNN-Under Resampling,KNN-AllKNN
534,glass1,Random,27,RF,SMOTE,Over Resampling,0.7620067932326194,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 3, 'n_estimators': 107, 'name': 'RF', 'random_state': 27}, 'sub': {'k_neighbors': 8, 'random_state': 27, 'smo_grp': 'OVER', 'type': 'SMOTE'}}",RF-Over Resampling,RF-SMOTE
535,ecoli1,Random,36,RF,AllKNN,Under Resampling,0.8945067399830655,"{'classifier': {'bootstrap': False, 'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_features': 1, 'min_samples_leaf': 10, 'min_samples_split': 19, 'n_estimators': 81, 'name': 'RF', 'random_state': 36}, 'sub': {'allow_minority': True, 'kind_sel': 'all', 'n_neighbors': 11, 'smo_grp': 'UNDER', 'type': 'AllKNN'}}",RF-Under Resampling,RF-AllKNN
536,haberman,Random,36,LR,NearMiss,Under Resampling,0.6972771837602759,"{'classifier': {'C': 52.96765147566629, 'l1_ratio': 0.44402290753558415, 'name': 'LR', 'penalty_solver': 'elasticnet+saga', 'random_state': 36, 'tol': 0.06915535156949242}, 'sub': {'n_neighbors': 6, 'n_neighbors_ver3': 10, 'smo_grp': 'UNDER', 'type': 'NearMiss', 'version': 1}}",LR-Under Resampling,LR-NearMiss
537,ecoli3,Random,18,SVM,NeighbourhoodCleaningRule,Under Resampling,0.9050345761461502,"{'classifier': {'C': 20.31584877962912, 'coef0': -0.07360114591616918, 'degree': 2, 'gamma': 'value', 'gamma_value': 4.648489528361493, 'kernel': 'linear', 'name': 'SVM', 'probability': False, 'random_state': 18, 'shrinking': True, 'tol': 0.0038897861244040566}, 'sub': {'n_neighbors': 12, 'smo_grp': 'UNDER', 'threshold_cleaning': 0.4705387865935655, 'type': 'NeighbourhoodCleaningRule'}}",SVM-Under Resampling,SVM-NeighbourhoodCleaningRule
538,ecoli2,Random,27,KNN,TomekLinks,Under Resampling,0.9319451810313124,"{'classifier': {'algorithm': 'ball_tree', 'n_neighbors': 23, 'name': 'KNN', 'p': 12, 'random_state': 27, 'weights': 'distance'}, 'sub': {'smo_grp': 'UNDER', 'type': 'TomekLinks'}}",KNN-Under Resampling,KNN-TomekLinks
539,yeast-2_vs_8,Random,36,KNN,SMOTENC,Over Resampling,0.7978773399977441,"{'classifier': {'algorithm': 'kd_tree', 'n_neighbors': 17, 'name': 'KNN', 'p': 12, 'random_state': 36, 'weights': 'uniform'}, 'sub': {'categorical_features': True, 'k_neighbors': 1, 'random_state': 36, 'smo_grp': 'OVER', 'type': 'SMOTENC'}}",KNN-Over Resampling,KNN-SMOTENC
540,ecoli1,Random,27,RF,AllKNN,Under Resampling,0.9039747055596116,"{'classifier': {'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 18, 'n_estimators': 43, 'name': 'RF', 'random_state': 27}, 'sub': {'allow_minority': True, 'kind_sel': 'mode', 'n_neighbors': 14, 'smo_grp': 'UNDER', 'type': 'AllKNN'}}",RF-Under Resampling,RF-AllKNN
541,ecoli2,Random,18,KNN,InstanceHardnessThreshold,Under Resampling,0.9335488483186344,"{'classifier': {'algorithm': 'brute', 'n_neighbors': 32, 'name': 'KNN', 'p': 11, 'random_state': 18, 'weights': 'distance'}, 'sub': {'cv': 6, 'estimator': 'decision-tree', 'random_state': 18, 'smo_grp': 'UNDER', 'type': 'InstanceHardnessThreshold'}}",KNN-Under Resampling,KNN-InstanceHardnessThreshold
542,ecoli1,Random,18,RF,NeighbourhoodCleaningRule,Under Resampling,0.8947638688714475,"{'classifier': {'bootstrap': True, 'class_weight': None, 'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 10, 'min_samples_split': 6, 'n_estimators': 6, 'name': 'RF', 'random_state': 18}, 'sub': {'n_neighbors': 15, 'smo_grp': 'UNDER', 'threshold_cleaning': 0.7447132207721371, 'type': 'NeighbourhoodCleaningRule'}}",RF-Under Resampling,RF-NeighbourhoodCleaningRule
543,yeast-1_vs_7,Random,36,LR,SVMSMOTE,Over Resampling,0.7959339702262402,"{'classifier': {'C': 33.9661992759499, 'l1_ratio': 0.6494457146818768, 'name': 'LR', 'penalty_solver': 'l1+liblinear', 'random_state': 36, 'tol': 0.06775760857708996}, 'sub': {'k_neighbors': 7, 'm_neighbors': 6, 'out_step': 0.5132801791930468, 'random_state': 36, 'smo_grp': 'OVER', 'type': 'SVMSMOTE'}}",LR-Over Resampling,LR-SVMSMOTE
544,yeast-2_vs_8,Random,18,KNN,RandomOverSampler,Over Resampling,0.8021555907147819,"{'classifier': {'algorithm': 'brute', 'n_neighbors': 21, 'name': 'KNN', 'p': 1, 'random_state': 18, 'weights': 'uniform'}, 'sub': {'random_state': 18, 'smo_grp': 'OVER', 'type': 'RandomOverSampler'}}",KNN-Over Resampling,KNN-RandomOverSampler
545,haberman,Random,27,RF,BorderlineSMOTE,Over Resampling,0.699404765921192,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'gini', 'max_features': 'log2', 'min_samples_leaf': 13, 'min_samples_split': 4, 'n_estimators': 90, 'name': 'RF', 'random_state': 27}, 'sub': {'k_neighbors': 9, 'kind': 'borderline-1', 'm_neighbors': 7, 'random_state': 27, 'smo_grp': 'OVER', 'type': 'BorderlineSMOTE'}}",RF-Over Resampling,RF-BorderlineSMOTE
546,haberman,Random,18,RF,SMOTEENN,Combine Resampling,0.6838113556988443,"{'classifier': {'bootstrap': True, 'class_weight': None, 'criterion': 'gini', 'max_features': 'log2', 'min_samples_leaf': 13, 'min_samples_split': 13, 'n_estimators': 57, 'name': 'RF', 'random_state': 18}, 'sub': {'random_state': 18, 'smo_grp': 'COMBINE', 'type': 'SMOTEENN'}}",RF-Combine Resampling,RF-SMOTEENN
547,page-blocks-1-3_vs_4,Random,36,DTC,CondensedNearestNeighbour,Under Resampling,0.9931612104487596,"{'classifier': {'criterion': 'entropy', 'max_depth': 19, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 15, 'name': 'DTC', 'random_state': 36}, 'sub': {'n_neighbors': 7, 'n_seeds_S': 38, 'random_state': 36, 'smo_grp': 'UNDER', 'type': 'CondensedNearestNeighbour'}}",DTC-Under Resampling,DTC-CondensedNearestNeighbour
548,yeast-2_vs_4,Random,36,RF,RandomUnderSampler,Under Resampling,0.9499770509945472,"{'classifier': {'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 11, 'n_estimators': 62, 'name': 'RF', 'random_state': 36}, 'sub': {'random_state': 36, 'replacement': True, 'smo_grp': 'UNDER', 'type': 'RandomUnderSampler'}}",RF-Under Resampling,RF-RandomUnderSampler
549,page-blocks-1-3_vs_4,Random,18,RF,OneSidedSelection,Under Resampling,0.9895657483195688,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'gini', 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 8, 'n_estimators': 32, 'name': 'RF', 'random_state': 18}, 'sub': {'n_neighbors': 3, 'n_seeds_S': 15, 'random_state': 18, 'smo_grp': 'UNDER', 'type': 'OneSidedSelection'}}",RF-Under Resampling,RF-OneSidedSelection
550,yeast-1_vs_7,Random,18,RF,SMOTEENN,Combine Resampling,0.7911744563287607,"{'classifier': {'bootstrap': True, 'class_weight': None, 'criterion': 'entropy', 'max_features': 'log2', 'min_samples_leaf': 16, 'min_samples_split': 14, 'n_estimators': 92, 'name': 'RF', 'random_state': 18}, 'sub': {'random_state': 18, 'smo_grp': 'COMBINE', 'type': 'SMOTEENN'}}",RF-Combine Resampling,RF-SMOTEENN
551,yeast-2_vs_8,Random,27,KNN,SMOTE,Over Resampling,0.8055168629355653,"{'classifier': {'algorithm': 'auto', 'n_neighbors': 18, 'name': 'KNN', 'p': 1, 'random_state': 27, 'weights': 'distance'}, 'sub': {'k_neighbors': 9, 'random_state': 27, 'smo_grp': 'OVER', 'type': 'SMOTE'}}",KNN-Over Resampling,KNN-SMOTE
552,page-blocks-1-3_vs_4,Random,27,RF,ClusterCentroids,Under Resampling,0.9821587719046716,"{'classifier': {'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_features': 1, 'min_samples_leaf': 2, 'min_samples_split': 9, 'n_estimators': 19, 'name': 'RF', 'random_state': 27}, 'sub': {'estimator': 'KMeans', 'random_state': 27, 'smo_grp': 'UNDER', 'type': 'ClusterCentroids', 'voting': 'soft'}}",RF-Under Resampling,RF-ClusterCentroids
553,yeast-2_vs_4,Random,18,RF,SMOTEENN,Combine Resampling,0.9454945580181384,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_features': 'log2', 'min_samples_leaf': 18, 'min_samples_split': 2, 'n_estimators': 79, 'name': 'RF', 'random_state': 18}, 'sub': {'random_state': 18, 'smo_grp': 'COMBINE', 'type': 'SMOTEENN'}}",RF-Combine Resampling,RF-SMOTEENN
554,yeast-1_vs_7,Random,27,LR,SMOTENC,Over Resampling,0.7882870347502744,"{'classifier': {'C': 65.77063444578508, 'l1_ratio': 0.789138412109934, 'name': 'LR', 'penalty_solver': 'none+newton-cg', 'random_state': 27, 'tol': 0.03995922805063832}, 'sub': {'categorical_features': True, 'k_neighbors': 6, 'random_state': 27, 'smo_grp': 'OVER', 'type': 'SMOTENC'}}",LR-Over Resampling,LR-SMOTENC
555,yeast-0-5-6-7-9_vs_4,Random,36,SVM,NeighbourhoodCleaningRule,Under Resampling,0.7962168692253363,"{'classifier': {'C': 172.16355552677487, 'coef0': 0.9595051783537512, 'degree': 4, 'gamma': 'value', 'gamma_value': 1.862279098923641, 'kernel': 'linear', 'name': 'SVM', 'probability': True, 'random_state': 36, 'shrinking': False, 'tol': 0.05163619207662601}, 'sub': {'n_neighbors': 13, 'smo_grp': 'UNDER', 'threshold_cleaning': 0.3271424565033806, 'type': 'NeighbourhoodCleaningRule'}}",SVM-Under Resampling,SVM-NeighbourhoodCleaningRule
556,yeast-2_vs_4,Random,27,DTC,NeighbourhoodCleaningRule,Under Resampling,0.9498706363686906,"{'classifier': {'criterion': 'entropy', 'max_depth': 13, 'max_features': None, 'min_samples_leaf': 3, 'min_samples_split': 17, 'name': 'DTC', 'random_state': 27}, 'sub': {'n_neighbors': 13, 'smo_grp': 'UNDER', 'threshold_cleaning': 0.16674445185232178, 'type': 'NeighbourhoodCleaningRule'}}",DTC-Under Resampling,DTC-NeighbourhoodCleaningRule
557,yeast-1-4-5-8_vs_7,Random,36,KNN,SMOTETomek,Combine Resampling,0.6837953779269,"{'classifier': {'algorithm': 'brute', 'n_neighbors': 9, 'name': 'KNN', 'p': 13, 'random_state': 36, 'weights': 'uniform'}, 'sub': {'random_state': 36, 'smo_grp': 'COMBINE', 'type': 'SMOTETomek'}}",KNN-Combine Resampling,KNN-SMOTETomek
558,yeast-0-5-6-7-9_vs_4,Random,18,RF,SMOTEENN,Combine Resampling,0.8201989876466189,"{'classifier': {'bootstrap': False, 'class_weight': None, 'criterion': 'entropy', 'max_features': 'sqrt', 'min_samples_leaf': 14, 'min_samples_split': 7, 'n_estimators': 18, 'name': 'RF', 'random_state': 18}, 'sub': {'random_state': 18, 'smo_grp': 'COMBINE', 'type': 'SMOTEENN'}}",RF-Combine Resampling,RF-SMOTEENN
559,abalone9-18,Random,36,SVM,SMOTENC,Over Resampling,0.8823803919921749,"{'classifier': {'C': 44.34981981898237, 'coef0': -0.13687015215419573, 'degree': 2, 'gamma': 'auto', 'gamma_value': 1.6382662647225437, 'kernel': 'linear', 'name': 'SVM', 'probability': False, 'random_state': 36, 'shrinking': False, 'tol': 0.03269193851633511}, 'sub': {'categorical_features': True, 'k_neighbors': 3, 'random_state': 36, 'smo_grp': 'OVER', 'type': 'SMOTENC'}}",SVM-Over Resampling,SVM-SMOTENC
560,yeast-0-5-6-7-9_vs_4,Random,27,DTC,SMOTETomek,Combine Resampling,0.7981761120827612,"{'classifier': {'criterion': 'gini', 'max_depth': 18, 'max_features': None, 'min_samples_leaf': 9, 'min_samples_split': 15, 'name': 'DTC', 'random_state': 27}, 'sub': {'random_state': 27, 'smo_grp': 'COMBINE', 'type': 'SMOTETomek'}}",DTC-Combine Resampling,DTC-SMOTETomek
561,yeast-1-2-8-9_vs_7,Random,36,LR,SMOTETomek,Combine Resampling,0.7236842282374623,"{'classifier': {'C': 54.99542948902379, 'l1_ratio': 0.4324815573520132, 'name': 'LR', 'penalty_solver': 'l2+sag', 'random_state': 36, 'tol': 0.0463630156021399}, 'sub': {'random_state': 36, 'smo_grp': 'COMBINE', 'type': 'SMOTETomek'}}",LR-Combine Resampling,LR-SMOTETomek
