,ds,opt,randomseed,cls,resampling,grp,gmean,config,cls_grp,cls_resampler
55,glass6,TPE,18,KNN,ClusterCentroids,Under Resampling,0.9659737471875174,"{'classifier': {'algorithm': 'ball_tree', 'n_neighbors': 30, 'name': 'KNN', 'p': 19, 'random_state': 18, 'weights': 'distance'}, 'sub': {'estimator': 'KMeans', 'random_state': 18, 'smo_grp': 'UNDER', 'type': 'ClusterCentroids', 'voting': 'hard'}}",KNN-Under Resampling,KNN-ClusterCentroids
56,ecoli3,TPE,27,LR,SVMSMOTE,Over Resampling,0.9034528613233128,"{'classifier': {'C': 69.65782003621429, 'l1_ratio': 0.8552698328802459, 'name': 'LR', 'penalty_solver': 'l2+lbfgs', 'random_state': 27, 'tol': 0.08165808432863733}, 'sub': {'k_neighbors': 4, 'm_neighbors': 4, 'out_step': 0.286501346742171, 'random_state': 27, 'smo_grp': 'OVER', 'type': 'SVMSMOTE'}}",LR-Over Resampling,LR-SVMSMOTE
57,glass-0-1-6_vs_5,TPE,36,RF,SMOTEENN,Combine Resampling,0.9563730009192204,"{'classifier': {'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_features': 1, 'min_samples_leaf': 2, 'min_samples_split': 18, 'n_estimators': 5, 'name': 'RF', 'random_state': 36}, 'sub': {'random_state': 36, 'smo_grp': 'COMBINE', 'type': 'SMOTEENN'}}",RF-Combine Resampling,RF-SMOTEENN
58,glass2,TPE,36,LR,BorderlineSMOTE,Over Resampling,0.8522690799115373,"{'classifier': {'C': 99.13060586485629, 'l1_ratio': 0.7017111292185436, 'name': 'LR', 'penalty_solver': 'l1+liblinear', 'random_state': 36, 'tol': 0.08499942919183098}, 'sub': {'k_neighbors': 8, 'kind': 'borderline-2', 'm_neighbors': 7, 'random_state': 36, 'smo_grp': 'OVER', 'type': 'BorderlineSMOTE'}}",LR-Over Resampling,LR-BorderlineSMOTE
59,iris0,TPE,27,LR,BorderlineSMOTE,Over Resampling,1.0,"{'classifier': {'C': 9.529652080962741, 'l1_ratio': 0.8594259123848675, 'name': 'LR', 'penalty_solver': 'elasticnet+saga', 'random_state': 27, 'tol': 0.003906565798961128}, 'sub': {'k_neighbors': 2, 'kind': 'borderline-2', 'm_neighbors': 4, 'random_state': 27, 'smo_grp': 'OVER', 'type': 'BorderlineSMOTE'}}",LR-Over Resampling,LR-BorderlineSMOTE
60,ecoli4,TPE,27,SVM,ClusterCentroids,Under Resampling,0.9656605417863348,"{'classifier': {'C': 47.332654441270854, 'coef0': 0.2972598385045751, 'degree': 2, 'gamma': 'scale', 'gamma_value': 7.0867680991152495, 'kernel': 'sigmoid', 'name': 'SVM', 'probability': True, 'random_state': 27, 'shrinking': True, 'tol': 0.09745907720648339}, 'sub': {'estimator': 'MiniBatchKMeans', 'random_state': 27, 'smo_grp': 'UNDER', 'type': 'ClusterCentroids', 'voting': 'soft'}}",SVM-Under Resampling,SVM-ClusterCentroids
61,yeast-1_vs_7,TPE,18,LR,ADASYN,Over Resampling,0.8053194736419714,"{'classifier': {'C': 17.240193968430148, 'l1_ratio': 0.20552849670459572, 'name': 'LR', 'penalty_solver': 'l1+liblinear', 'random_state': 18, 'tol': 0.04582697277123998}, 'sub': {'n_neighbors': 1, 'random_state': 18, 'smo_grp': 'OVER', 'type': 'ADASYN'}}",LR-Over Resampling,LR-ADASYN
62,yeast-2_vs_8,TPE,18,DTC,RandomOverSampler,Over Resampling,0.8369779561297737,"{'classifier': {'criterion': 'gini', 'max_depth': 19, 'max_features': 'sqrt', 'min_samples_leaf': 17, 'min_samples_split': 19, 'name': 'DTC', 'random_state': 18}, 'sub': {'random_state': 18, 'smo_grp': 'OVER', 'type': 'RandomOverSampler'}}",DTC-Over Resampling,DTC-RandomOverSampler
63,ecoli2,TPE,27,KNN,TomekLinks,Under Resampling,0.9369310608434857,"{'classifier': {'algorithm': 'brute', 'n_neighbors': 12, 'name': 'KNN', 'p': 0, 'random_state': 27, 'weights': 'uniform'}, 'sub': {'smo_grp': 'UNDER', 'type': 'TomekLinks'}}",KNN-Under Resampling,KNN-TomekLinks
64,glass-0-1-6_vs_2,TPE,27,SVM,CondensedNearestNeighbour,Under Resampling,0.8430172967072844,"{'classifier': {'C': 114.91382952501614, 'coef0': -0.24006953902188632, 'degree': 4, 'gamma': 'value', 'gamma_value': 0.7265082544596413, 'kernel': 'linear', 'name': 'SVM', 'probability': True, 'random_state': 27, 'shrinking': False, 'tol': 0.059392718696284846}, 'sub': {'n_neighbors': 6, 'n_seeds_S': 38, 'random_state': 27, 'smo_grp': 'UNDER', 'type': 'CondensedNearestNeighbour'}}",SVM-Under Resampling,SVM-CondensedNearestNeighbour
65,ecoli4,TPE,18,KNN,CondensedNearestNeighbour,Under Resampling,0.9600757176173504,"{'classifier': {'algorithm': 'brute', 'n_neighbors': 25, 'name': 'KNN', 'p': 6, 'random_state': 18, 'weights': 'distance'}, 'sub': {'n_neighbors': 8, 'n_seeds_S': 18, 'random_state': 18, 'smo_grp': 'UNDER', 'type': 'CondensedNearestNeighbour'}}",KNN-Under Resampling,KNN-CondensedNearestNeighbour
66,glass5,TPE,36,DTC,SMOTEENN,Combine Resampling,0.9529145577045964,"{'classifier': {'criterion': 'gini', 'max_depth': 15, 'max_features': 1, 'min_samples_leaf': 16, 'min_samples_split': 5, 'name': 'DTC', 'random_state': 36}, 'sub': {'random_state': 36, 'smo_grp': 'COMBINE', 'type': 'SMOTEENN'}}",DTC-Combine Resampling,DTC-SMOTEENN
67,ecoli-0_vs_1,TPE,27,RF,SMOTETomek,Combine Resampling,0.9864367132317184,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 7, 'min_samples_split': 7, 'n_estimators': 89, 'name': 'RF', 'random_state': 27}, 'sub': {'random_state': 27, 'smo_grp': 'COMBINE', 'type': 'SMOTETomek'}}",RF-Combine Resampling,RF-SMOTETomek
68,new-thyroid1,TPE,27,RF,InstanceHardnessThreshold,Under Resampling,0.997202659436654,"{'classifier': {'bootstrap': False, 'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 7, 'n_estimators': 76, 'name': 'RF', 'random_state': 27}, 'sub': {'cv': 8, 'estimator': 'knn', 'random_state': 27, 'smo_grp': 'UNDER', 'type': 'InstanceHardnessThreshold'}}",RF-Under Resampling,RF-InstanceHardnessThreshold
69,ecoli-0_vs_1,TPE,18,DTC,EditedNearestNeighbours,Under Resampling,0.9864367132317184,"{'classifier': {'criterion': 'entropy', 'max_depth': 5, 'max_features': None, 'min_samples_leaf': 14, 'min_samples_split': 7, 'name': 'DTC', 'random_state': 18}, 'sub': {'kind_sel': 'all', 'n_neighbors': 7, 'smo_grp': 'UNDER', 'type': 'EditedNearestNeighbours'}}",DTC-Under Resampling,DTC-EditedNearestNeighbours
70,shuttle-c2-vs-c4,TPE,18,RF,No Resampling,No Resampling,1.0,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 19, 'n_estimators': 97, 'name': 'RF', 'random_state': 18}, 'sub': {'smo_grp': 'NO', 'type': 'NO'}}",RF-No Resampling,RF-No Resampling
71,new-thyroid2,TPE,36,SVM,NeighbourhoodCleaningRule,Under Resampling,0.997202659436654,"{'classifier': {'C': 102.5082678217494, 'coef0': -0.35229390390472237, 'degree': 4, 'gamma': 'scale', 'gamma_value': 3.6324867847885463, 'kernel': 'sigmoid', 'name': 'SVM', 'probability': True, 'random_state': 36, 'shrinking': False, 'tol': 0.08910389648635615}, 'sub': {'n_neighbors': 1, 'smo_grp': 'UNDER', 'threshold_cleaning': 0.29045053790620823, 'type': 'NeighbourhoodCleaningRule'}}",SVM-Under Resampling,SVM-NeighbourhoodCleaningRule
72,yeast-1_vs_7,TPE,27,LR,SMOTENC,Over Resampling,0.7930867577718793,"{'classifier': {'C': 70.5688862442294, 'l1_ratio': 0.40972333046731, 'name': 'LR', 'penalty_solver': 'l2+sag', 'random_state': 27, 'tol': 0.08413761093054282}, 'sub': {'categorical_features': True, 'k_neighbors': 4, 'random_state': 27, 'smo_grp': 'OVER', 'type': 'SMOTENC'}}",LR-Over Resampling,LR-SMOTENC
73,ecoli-0-1-3-7_vs_2-6,TPE,36,RF,InstanceHardnessThreshold,Under Resampling,0.8795182177629236,"{'classifier': {'bootstrap': False, 'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_features': 'sqrt', 'min_samples_leaf': 15, 'min_samples_split': 16, 'n_estimators': 3, 'name': 'RF', 'random_state': 36}, 'sub': {'cv': 9, 'estimator': 'decision-tree', 'random_state': 36, 'smo_grp': 'UNDER', 'type': 'InstanceHardnessThreshold'}}",RF-Under Resampling,RF-InstanceHardnessThreshold
74,ecoli2,TPE,36,KNN,No Resampling,No Resampling,0.933739372925898,"{'classifier': {'algorithm': 'auto', 'n_neighbors': 15, 'name': 'KNN', 'p': 11, 'random_state': 36, 'weights': 'uniform'}, 'sub': {'smo_grp': 'NO', 'type': 'NO'}}",KNN-No Resampling,KNN-No Resampling
75,glass-0-1-6_vs_2,TPE,36,SVM,ClusterCentroids,Under Resampling,0.8745409757600882,"{'classifier': {'C': 153.1605817527016, 'coef0': 0.8136579666161791, 'degree': 3, 'gamma': 'scale', 'gamma_value': 1.112037101619353, 'kernel': 'poly', 'name': 'SVM', 'probability': True, 'random_state': 36, 'shrinking': True, 'tol': 0.004123242794004112}, 'sub': {'estimator': 'KMeans', 'random_state': 36, 'smo_grp': 'UNDER', 'type': 'ClusterCentroids', 'voting': 'soft'}}",SVM-Under Resampling,SVM-ClusterCentroids
76,iris0,TPE,36,LR,RepeatedEditedNearestNeighbours,Under Resampling,1.0,"{'classifier': {'C': 25.290684716908764, 'l1_ratio': 0.7521550903778699, 'name': 'LR', 'penalty_solver': 'l2+sag', 'random_state': 36, 'tol': 0.08351112042635321}, 'sub': {'kind_sel': 'all', 'n_neighbors': 16, 'smo_grp': 'UNDER', 'type': 'RepeatedEditedNearestNeighbours'}}",LR-Under Resampling,LR-RepeatedEditedNearestNeighbours
77,yeast-2_vs_4,TPE,27,DTC,NeighbourhoodCleaningRule,Under Resampling,0.9510115815937552,"{'classifier': {'criterion': 'entropy', 'max_depth': 14, 'max_features': None, 'min_samples_leaf': 6, 'min_samples_split': 17, 'name': 'DTC', 'random_state': 27}, 'sub': {'n_neighbors': 9, 'smo_grp': 'UNDER', 'threshold_cleaning': 0.6411390082502698, 'type': 'NeighbourhoodCleaningRule'}}",DTC-Under Resampling,DTC-NeighbourhoodCleaningRule
78,ecoli3,TPE,36,LR,SVMSMOTE,Over Resampling,0.9066824893114678,"{'classifier': {'C': 75.69705127052599, 'l1_ratio': 0.574230825083061, 'name': 'LR', 'penalty_solver': 'l2+newton-cg', 'random_state': 36, 'tol': 0.025760343952625567}, 'sub': {'k_neighbors': 8, 'm_neighbors': 4, 'out_step': 0.7715419227435837, 'random_state': 36, 'smo_grp': 'OVER', 'type': 'SVMSMOTE'}}",LR-Over Resampling,LR-SVMSMOTE
79,glass-0-1-2-3_vs_4-5-6,TPE,18,RF,AllKNN,Under Resampling,0.9497830646716756,"{'classifier': {'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 83, 'name': 'RF', 'random_state': 18}, 'sub': {'allow_minority': True, 'kind_sel': 'all', 'n_neighbors': 9, 'smo_grp': 'UNDER', 'type': 'AllKNN'}}",RF-Under Resampling,RF-AllKNN
80,ecoli4,TPE,36,KNN,CondensedNearestNeighbour,Under Resampling,0.9731832142592758,"{'classifier': {'algorithm': 'brute', 'n_neighbors': 20, 'name': 'KNN', 'p': 2, 'random_state': 36, 'weights': 'uniform'}, 'sub': {'n_neighbors': 48, 'n_seeds_S': 32, 'random_state': 36, 'smo_grp': 'UNDER', 'type': 'CondensedNearestNeighbour'}}",KNN-Under Resampling,KNN-CondensedNearestNeighbour
81,glass6,TPE,27,RF,RandomOverSampler,Over Resampling,0.9431522867870292,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_features': 1, 'min_samples_leaf': 1, 'min_samples_split': 8, 'n_estimators': 35, 'name': 'RF', 'random_state': 27}, 'sub': {'random_state': 27, 'smo_grp': 'OVER', 'type': 'RandomOverSampler'}}",RF-Over Resampling,RF-RandomOverSampler
82,glass-0-1-6_vs_5,TPE,27,RF,AllKNN,Under Resampling,0.9913238146128774,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_features': 1, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 3, 'name': 'RF', 'random_state': 27}, 'sub': {'allow_minority': False, 'kind_sel': 'mode', 'n_neighbors': 17, 'smo_grp': 'UNDER', 'type': 'AllKNN'}}",RF-Under Resampling,RF-AllKNN
83,glass5,TPE,18,RF,AllKNN,Under Resampling,0.9628246934381854,"{'classifier': {'bootstrap': False, 'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_features': 1, 'min_samples_leaf': 5, 'min_samples_split': 8, 'n_estimators': 121, 'name': 'RF', 'random_state': 18}, 'sub': {'allow_minority': True, 'kind_sel': 'mode', 'n_neighbors': 10, 'smo_grp': 'UNDER', 'type': 'AllKNN'}}",RF-Under Resampling,RF-AllKNN
84,new-thyroid2,TPE,18,RF,OneSidedSelection,Under Resampling,0.997202659436654,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'gini', 'max_features': 1, 'min_samples_leaf': 8, 'min_samples_split': 12, 'n_estimators': 129, 'name': 'RF', 'random_state': 18}, 'sub': {'n_neighbors': 15, 'n_seeds_S': 6, 'random_state': 18, 'smo_grp': 'UNDER', 'type': 'OneSidedSelection'}}",RF-Under Resampling,RF-OneSidedSelection
85,shuttle-c2-vs-c4,TPE,36,RF,AllKNN,Under Resampling,1.0,"{'classifier': {'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_features': 1, 'min_samples_leaf': 15, 'min_samples_split': 7, 'n_estimators': 114, 'name': 'RF', 'random_state': 36}, 'sub': {'allow_minority': False, 'kind_sel': 'all', 'n_neighbors': 15, 'smo_grp': 'UNDER', 'type': 'AllKNN'}}",RF-Under Resampling,RF-AllKNN
86,glass1,TPE,36,KNN,SMOTENC,Over Resampling,0.7770250561856246,"{'classifier': {'algorithm': 'ball_tree', 'n_neighbors': 13, 'name': 'KNN', 'p': 1, 'random_state': 36, 'weights': 'distance'}, 'sub': {'categorical_features': True, 'k_neighbors': 4, 'random_state': 36, 'smo_grp': 'OVER', 'type': 'SMOTENC'}}",KNN-Over Resampling,KNN-SMOTENC
87,ecoli-0-1-3-7_vs_2-6,TPE,18,LR,InstanceHardnessThreshold,Under Resampling,0.8600541951749147,"{'classifier': {'C': 63.29148544305559, 'l1_ratio': 0.5918856281507359, 'name': 'LR', 'penalty_solver': 'none+lbfgs', 'random_state': 18, 'tol': 0.05664869124051686}, 'sub': {'cv': 4, 'estimator': 'adaboost', 'random_state': 18, 'smo_grp': 'UNDER', 'type': 'InstanceHardnessThreshold'}}",LR-Under Resampling,LR-InstanceHardnessThreshold
88,ecoli3,TPE,18,RF,SMOTETomek,Combine Resampling,0.9170726945068296,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_features': 'log2', 'min_samples_leaf': 8, 'min_samples_split': 13, 'n_estimators': 46, 'name': 'RF', 'random_state': 18}, 'sub': {'random_state': 18, 'smo_grp': 'COMBINE', 'type': 'SMOTETomek'}}",RF-Combine Resampling,RF-SMOTETomek
89,abalone9-18,TPE,18,LR,SMOTE,Over Resampling,0.8850489147477664,"{'classifier': {'C': 9.034539672150418, 'l1_ratio': 0.7955438456572941, 'name': 'LR', 'penalty_solver': 'l2+newton-cg', 'random_state': 18, 'tol': 0.07080181339322889}, 'sub': {'k_neighbors': 3, 'random_state': 18, 'smo_grp': 'OVER', 'type': 'SMOTE'}}",LR-Over Resampling,LR-SMOTE
90,glass5,TPE,27,RF,OneSidedSelection,Under Resampling,0.9686257038835782,"{'classifier': {'bootstrap': False, 'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_features': 1, 'min_samples_leaf': 2, 'min_samples_split': 13, 'n_estimators': 118, 'name': 'RF', 'random_state': 27}, 'sub': {'n_neighbors': 8, 'n_seeds_S': 1, 'random_state': 27, 'smo_grp': 'UNDER', 'type': 'OneSidedSelection'}}",RF-Under Resampling,RF-OneSidedSelection
91,yeast-1-4-5-8_vs_7,TPE,27,LR,SMOTENC,Over Resampling,0.6871156388453462,"{'classifier': {'C': 31.77423066673998, 'l1_ratio': 0.5682482279697166, 'name': 'LR', 'penalty_solver': 'none+saga', 'random_state': 27, 'tol': 0.0748649619630661}, 'sub': {'categorical_features': True, 'k_neighbors': 7, 'random_state': 27, 'smo_grp': 'OVER', 'type': 'SMOTENC'}}",LR-Over Resampling,LR-SMOTENC
92,glass-0-1-2-3_vs_4-5-6,TPE,27,RF,ADASYN,Over Resampling,0.9627192556681528,"{'classifier': {'bootstrap': False, 'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_features': 1, 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 34, 'name': 'RF', 'random_state': 27}, 'sub': {'n_neighbors': 8, 'random_state': 27, 'smo_grp': 'OVER', 'type': 'ADASYN'}}",RF-Over Resampling,RF-ADASYN
93,new-thyroid2,TPE,27,RF,AllKNN,Under Resampling,1.0,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_features': 1, 'min_samples_leaf': 5, 'min_samples_split': 16, 'n_estimators': 30, 'name': 'RF', 'random_state': 27}, 'sub': {'allow_minority': False, 'kind_sel': 'all', 'n_neighbors': 8, 'smo_grp': 'UNDER', 'type': 'AllKNN'}}",RF-Under Resampling,RF-AllKNN
94,abalone9-18,TPE,27,LR,ADASYN,Over Resampling,0.8783565187957849,"{'classifier': {'C': 11.505204615856726, 'l1_ratio': 0.09879714942648171, 'name': 'LR', 'penalty_solver': 'l2+lbfgs', 'random_state': 27, 'tol': 0.03354006527744484}, 'sub': {'n_neighbors': 4, 'random_state': 27, 'smo_grp': 'OVER', 'type': 'ADASYN'}}",LR-Over Resampling,LR-ADASYN
95,glass0,TPE,18,RF,SMOTENC,Over Resampling,0.8869538923949472,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 4, 'n_estimators': 107, 'name': 'RF', 'random_state': 18}, 'sub': {'categorical_features': True, 'k_neighbors': 5, 'random_state': 18, 'smo_grp': 'OVER', 'type': 'SMOTENC'}}",RF-Over Resampling,RF-SMOTENC
96,glass1,TPE,18,RF,SMOTETomek,Combine Resampling,0.7891615058502224,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 81, 'name': 'RF', 'random_state': 18}, 'sub': {'random_state': 18, 'smo_grp': 'COMBINE', 'type': 'SMOTETomek'}}",RF-Combine Resampling,RF-SMOTETomek
97,glass-0-1-2-3_vs_4-5-6,TPE,36,RF,ADASYN,Over Resampling,0.9626207141113148,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'gini', 'max_features': 1, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 62, 'name': 'RF', 'random_state': 36}, 'sub': {'n_neighbors': 5, 'random_state': 36, 'smo_grp': 'OVER', 'type': 'ADASYN'}}",RF-Over Resampling,RF-ADASYN
98,glass0,TPE,27,RF,RandomOverSampler,Over Resampling,0.8647453766188038,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 11, 'n_estimators': 112, 'name': 'RF', 'random_state': 27}, 'sub': {'random_state': 27, 'smo_grp': 'OVER', 'type': 'RandomOverSampler'}}",RF-Over Resampling,RF-RandomOverSampler
99,glass6,TPE,36,KNN,ClusterCentroids,Under Resampling,0.9660929929411036,"{'classifier': {'algorithm': 'kd_tree', 'n_neighbors': 28, 'name': 'KNN', 'p': 12, 'random_state': 36, 'weights': 'distance'}, 'sub': {'estimator': 'MiniBatchKMeans', 'random_state': 36, 'smo_grp': 'UNDER', 'type': 'ClusterCentroids', 'voting': 'hard'}}",KNN-Under Resampling,KNN-ClusterCentroids
100,yeast-1-4-5-8_vs_7,TPE,18,KNN,SMOTETomek,Combine Resampling,0.6979713647475297,"{'classifier': {'algorithm': 'kd_tree', 'n_neighbors': 9, 'name': 'KNN', 'p': 17, 'random_state': 18, 'weights': 'distance'}, 'sub': {'random_state': 18, 'smo_grp': 'COMBINE', 'type': 'SMOTETomek'}}",KNN-Combine Resampling,KNN-SMOTETomek
101,yeast-1_vs_7,TPE,36,LR,CondensedNearestNeighbour,Under Resampling,0.8046444772347621,"{'classifier': {'C': 52.22835116504143, 'l1_ratio': 0.0008586178078128226, 'name': 'LR', 'penalty_solver': 'none+sag', 'random_state': 36, 'tol': 0.03663720671585109}, 'sub': {'n_neighbors': 37, 'n_seeds_S': 47, 'random_state': 36, 'smo_grp': 'UNDER', 'type': 'CondensedNearestNeighbour'}}",LR-Under Resampling,LR-CondensedNearestNeighbour
102,ecoli-0_vs_1,TPE,36,RF,AllKNN,Under Resampling,0.9864367132317184,"{'classifier': {'bootstrap': True, 'class_weight': None, 'criterion': 'entropy', 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 13, 'n_estimators': 133, 'name': 'RF', 'random_state': 36}, 'sub': {'allow_minority': True, 'kind_sel': 'all', 'n_neighbors': 3, 'smo_grp': 'UNDER', 'type': 'AllKNN'}}",RF-Under Resampling,RF-AllKNN
103,ecoli1,TPE,18,RF,RepeatedEditedNearestNeighbours,Under Resampling,0.906006473590346,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 17, 'n_estimators': 30, 'name': 'RF', 'random_state': 18}, 'sub': {'kind_sel': 'mode', 'n_neighbors': 8, 'smo_grp': 'UNDER', 'type': 'RepeatedEditedNearestNeighbours'}}",RF-Under Resampling,RF-RepeatedEditedNearestNeighbours
104,yeast-2_vs_8,TPE,36,KNN,RandomOverSampler,Over Resampling,0.8114232512689015,"{'classifier': {'algorithm': 'ball_tree', 'n_neighbors': 20, 'name': 'KNN', 'p': 3, 'random_state': 36, 'weights': 'uniform'}, 'sub': {'random_state': 36, 'smo_grp': 'OVER', 'type': 'RandomOverSampler'}}",KNN-Over Resampling,KNN-RandomOverSampler
105,page-blocks-1-3_vs_4,TPE,27,DTC,SVMSMOTE,Over Resampling,0.9942749146541292,"{'classifier': {'criterion': 'gini', 'max_depth': 14, 'max_features': None, 'min_samples_leaf': 19, 'min_samples_split': 16, 'name': 'DTC', 'random_state': 27}, 'sub': {'k_neighbors': 7, 'm_neighbors': 1, 'out_step': 0.14553819045852984, 'random_state': 27, 'smo_grp': 'OVER', 'type': 'SVMSMOTE'}}",DTC-Over Resampling,DTC-SVMSMOTE
106,yeast-2_vs_4,TPE,18,RF,SMOTE,Over Resampling,0.9476894903546738,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_features': None, 'min_samples_leaf': 18, 'min_samples_split': 2, 'n_estimators': 143, 'name': 'RF', 'random_state': 18}, 'sub': {'k_neighbors': 7, 'random_state': 18, 'smo_grp': 'OVER', 'type': 'SMOTE'}}",RF-Over Resampling,RF-SMOTE
107,new-thyroid1,TPE,36,RF,OneSidedSelection,Under Resampling,1.0,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_features': 1, 'min_samples_leaf': 13, 'min_samples_split': 17, 'n_estimators': 108, 'name': 'RF', 'random_state': 36}, 'sub': {'n_neighbors': 12, 'n_seeds_S': 12, 'random_state': 36, 'smo_grp': 'UNDER', 'type': 'OneSidedSelection'}}",RF-Under Resampling,RF-OneSidedSelection
108,haberman,TPE,27,RF,SMOTE,Over Resampling,0.7012358219033291,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_features': 'sqrt', 'min_samples_leaf': 14, 'min_samples_split': 17, 'n_estimators': 40, 'name': 'RF', 'random_state': 27}, 'sub': {'k_neighbors': 9, 'random_state': 27, 'smo_grp': 'OVER', 'type': 'SMOTE'}}",RF-Over Resampling,RF-SMOTE
109,haberman,TPE,18,RF,ADASYN,Over Resampling,0.6980003254099966,"{'classifier': {'bootstrap': True, 'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_features': 1, 'min_samples_leaf': 18, 'min_samples_split': 4, 'n_estimators': 126, 'name': 'RF', 'random_state': 18}, 'sub': {'n_neighbors': 4, 'random_state': 18, 'smo_grp': 'OVER', 'type': 'ADASYN'}}",RF-Over Resampling,RF-ADASYN
